구이름,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
용산구,280,1244,1,10,0,0,0,0,21,10,632,645,2213,4735,5290,12338,8789,25093,5932,12472,4637,9104,5752,9976,7169,9875,8408,9974,7827,8558,7665,8332,8954,9028,12075,9727,21055,12078,11123,9350,7444,6198,6972,5814,5315,5684,2553,4528
용산구,1024,1048,0,0,0,0,0,0,4,0,1363,996,3629,15678,10635,24941,14718,64511,12606,41049,12409,21916,14132,20051,15454,19335,17416,20993,17861,20804,21715,20685,26584,20975,34904,22716,62007,26270,37723,19785,25479,12550,24306,9938,17134,8276,8754,4631
동작구,1878,8683,6,907,0,0,0,0,109,5,11341,1264,24486,17597,69010,27085,87896,41111,65561,34362,48260,26145,44122,30204,45275,32901,46635,30888,42811,30342,41108,33904,41771,42866,45508,59449,50926,87547,39861,69880,36060,41324,37186,36803,34338,35467,17611,24689
서초구,23,309,0,4,0,2,0,0,8,0,480,56,1270,1252,7821,3510,13618,5538,6549,2157,3814,1281,4355,1300,4389,1529,4379,1394,3713,1342,3430,1447,5784,1517,6638,1776,8822,2100,4131,2438,1317,1098,826,1114,458,930,144,684
강서구,131,3454,0,318,0,0,0,0,0,0,4964,13,11192,4286,30326,5650,25341,14320,15679,8481,13035,5802,13011,5865,13150,7104,12091,8269,10514,8768,10780,10813,13569,12238,12093,14083,11679,18833,6131,22247,4717,15159,3397,14193,2903,14389,1124,8981
강서구,90,2084,6,89,0,0,0,0,1,0,3764,380,7887,3904,22112,6377,18918,14721,10869,6408,8395,5125,8057,5363,8383,6022,8352,6346,7392,6839,7548,7534,8809,8770,10603,10215,14596,14183,7187,15365,4762,10451,3432,9751,3571,9474,1074,5658
강서구,271,391,0,4,0,0,0,0,2,0,564,2418,2096,8604,7312,12882,8705,14539,8332,12578,7716,11007,9665,13517,10404,15144,12512,15008,14772,14618,16667,13927,16700,15145,20480,15441,26871,14939,20037,10287,16193,4986,14646,3315,14440,2071,4482,968
강서구,375,2262,1,1,0,0,0,0,6,0,4675,1869,9656,6730,27242,9472,29639,16382,19739,10900,16348,10525,15105,9988,14473,10362,13584,10908,12586,11584,13359,13945,15067,17185,17048,20631,19506,26741,12841,25578,8819,17184,7150,15556,6126,13872,3109,8779
강서구,171,2333,0,0,0,0,0,0,1,0,2474,1714,8089,8832,26987,13360,24593,20527,12620,6913,9418,3781,8623,3700,8597,4953,7699,5684,7634,6014,7468,6879,11815,8143,20611,10609,20689,15147,9229,16568,5761,10520,4523,9622,4923,10454,1499,6971
강서구,555,2397,0,0,0,0,0,0,2,0,3153,3912,8843,34889,26833,20276,27305,41870,15265,28570,13933,17666,15346,20173,18821,21280,21219,20901,22733,19377,26891,19150,37056,21769,44096,24341,40858,34262,25447,31250,20606,16819,19885,14173,16404,13218,5873,7889
강서구,290,4437,0,0,0,0,0,0,0,0,6341,993,21771,4587,57477,17931,57053,21797,32801,14122,26424,12463,24932,12792,26655,14649,24428,17634,21203,19772,22908,23839,26531,28309,24805,32820,21346,48471,13796,48054,9597,31571,8694,28090,7452,28695,2539,18506
강서구,562,9568,0,0,0,0,0,0,100,0,21244,1493,39690,9825,113910,14467,134720,27501,70491,23736,49318,19812,44894,20412,45198,23857,43292,27147,37361,30508,35502,37526,36682,47488,39626,62351,39829,99817,25397,98977,19083,65708,16900,55743,13722,54931,5631,35641
강서구,810,10426,1,376,0,0,0,0,71,0,24211,1520,41061,9931,125041,11811,141861,21625,74752,20886,51735,19734,46211,21100,46829,24760,43571,29051,38173,32770,33743,42171,35868,53703,36977,65627,35199,100724,24162,103150,17499,69744,15066,64319,12240,58876,5818,40406
양천구,208,4367,0,0,4,0,0,0,45,5,11770,915,22459,4069,65897,9425,76250,13787,37999,9013,22691,7698,20665,8229,19912,9391,18566,11138,15165,12746,13617,16406,15191,21433,15868,26049,17954,39214,10416,38074,7196,26342,6097,24351,5106,23269,2083,16626
양천구,690,6223,0,0,0,0,0,0,0,0,8107,1338,19505,6643,59764,15390,69014,28099,37140,22600,28053,17431,27017,16033,27763,18995,26036,23428,23814,25014,24114,28621,26767,33057,28559,42304,32284,68427,19354,63688,15685,37724,16399,34525,19200,33006,6478,21271
양천구,1130,4704,0,0,0,0,0,0,0,0,4993,1934,15228,9472,47430,22968,53579,72347,32009,58340,26451,34163,28383,33992,32398,37611,34709,40844,34975,39173,39711,40887,45643,46112,50218,53935,72624,74940,44988,61010,46475,33422,36268,28183,31334,27026,10565,17549
영등포구,178,1366,0,0,0,0,0,0,8,0,2115,752,5571,3155,17346,7969,17996,32365,9180,12236,7224,5718,6827,5073,7245,5168,7333,5745,6743,5943,7028,6525,7735,7628,10897,8830,24455,14180,10208,12793,6159,8055,5110,7533,3522,7378,1550,4962
영등포구,178,431,0,0,0,0,0,0,0,0,885,722,2043,2210,7074,4825,8462,18128,4345,9089,4053,4868,4333,4339,4481,3943,4999,4635,4787,4605,5221,4626,5541,5038,7167,5353,13336,9002,6991,6319,4187,3923,3715,3515,3153,3548,1329,2147
영등포구,318,955,0,0,0,0,0,0,12,0,2574,1166,4222,4915,12676,11561,16278,34648,9290,19627,8652,16603,10036,16134,11402,18268,12846,23111,14098,20738,17343,15781,21559,14816,25254,15922,33141,19198,18154,14225,12453,8444,10427,7584,7441,7091,3201,4602
영등포구,112,794,0,0,0,0,0,0,9,0,2109,424,2994,2070,8247,4742,11783,15222,5059,6682,3504,3386,3518,3262,3841,3385,4176,3812,3501,3434,3484,3718,4197,4511,5800,6796,10746,10019,4804,7368,3217,5223,3261,5490,2387,5594,1185,3702
영등포구,1150,2730,9,0,0,0,0,0,2,0,2711,2136,4224,20780,9151,102533,12829,176297,11469,53317,11652,24425,17029,25532,17502,24291,21933,28740,22922,22986,28334,22177,32345,22850,57445,24578,144281,32222,61485,20737,40586,10838,40190,8810,28606,7374,10426,4626
성동구,394,2341,1,1,0,0,0,0,122,6,3057,933,9173,6310,24893,7684,33064,16006,24417,11741,17615,9542,16689,10639,15765,12224,17026,13799,15287,15069,15473,17907,16972,20285,19140,23280,18714,31243,12775,28962,8963,20030,8433,18522,6240,18369,2927,10508
강남구,1717,3292,2,328,0,0,0,0,53,4,3257,1713,8629,23578,17087,49397,28118,138706,22603,148906,28079,74871,35169,65275,41421,52230,47118,59359,54363,55508,61291,51490,68383,50949,80833,56166,122853,65030,98272,45042,79198,20958,57607,15969,46888,13659,16035,7882
강남구,2930,3600,1,4,0,0,0,0,89,5,6289,1305,8718,19339,14214,35033,20681,94967,18860,112406,18896,64013,23613,49109,28203,50535,34258,55630,40088,53846,48139,50522,56377,50653,70451,55263,117924,72310,90353,53957,63361,25117,70046,18325,63899,16740,26826,13558
서초구,130,1494,0,0,0,0,0,0,18,0,1445,833,5707,5956,16089,7453,21404,10189,13590,7766,10516,5850,10027,6189,9801,6913,9980,8048,9068,8032,8914,8867,10354,10633,12272,12065,11515,15987,7594,14311,5005,9242,4122,8747,3310,10502,1267,5951
서초구,2384,3047,1,0,1,0,0,0,145,1,8379,4801,8824,41326,29580,58643,52805,85950,58378,114938,66227,98891,78955,111914,94078,113619,107029,118068,115608,124630,129222,126458,141485,128196,150154,131535,162235,142920,149494,103265,164870,63123,124708,47345,89206,36286,34052,20579
용산구,179,3546,0,22,0,0,0,0,347,2,6107,1557,6267,11015,9528,13090,14900,22241,14053,18132,15973,16702,20201,17199,23048,17031,21237,17629,19159,17046,25258,17689,27351,16291,27795,17076,29100,20335,22491,18493,17251,12050,20734,11098,14067,10915,6067,4625
마포구,1242,2592,2,11,0,0,0,0,226,9,4764,539,6321,3783,9793,5612,11564,17697,10573,16450,10769,12910,11049,14432,11110,17304,12229,18847,13388,17328,14842,17881,17506,18458,21179,20531,26049,26991,20883,24806,19211,13930,23207,12238,24370,11486,13380,9591
은평구,716,2263,1,7,0,0,0,0,108,0,3456,530,5610,5835,13637,16465,15039,74040,9986,27085,7281,13316,8181,10009,9725,11140,10883,11551,11033,11559,12610,10280,15209,10356,23878,12284,71906,15383,31524,13772,18758,7984,16989,6705,13485,6639,6250,4371
강서구,209,1354,0,37,0,0,0,0,28,0,2524,1696,3907,11500,8293,19371,14681,18376,16461,12085,15904,10826,17672,11388,16577,12121,19452,11891,20720,11563,20207,10393,17413,12403,23015,14015,30523,14553,21166,9974,16430,5249,17169,3984,19218,3479,6572,2208
종로구,744,1613,0,14,0,0,0,0,1,0,3305,1023,6255,11127,15460,46958,23299,121482,16453,42173,16738,24811,20654,22620,21463,20051,21310,23885,24025,20854,28020,18095,34975,17247,44375,20748,86526,25767,33353,18969,24221,11354,22859,10858,17098,9826,7085,5774
종로구,2186,1276,0,5,0,0,0,0,7,0,1594,803,3525,24726,9451,89519,14914,253712,14807,106918,16620,60886,25284,62945,31644,60021,44875,67260,53193,57719,67563,50272,82812,46193,110720,46793,212525,54999,106445,34109,75078,14273,80977,10419,51972,7698,19459,4825
종로구,1492,1343,0,5,0,0,0,0,44,3,1772,386,2513,5342,3887,12821,6283,39754,7227,35652,9007,31145,12633,34225,18163,35424,22407,35347,26834,32691,31646,27689,37415,24904,42833,25033,56031,28682,41791,18349,31880,9768,31867,7638,27715,6384,13894,4609
중구,298,193,0,0,0,0,0,0,6,0,403,222,672,4350,1170,10258,1644,35176,2457,17839,3362,11861,4588,10274,5697,9858,7117,9423,8195,8784,9874,7697,10355,6401,14594,5423,25877,4641,16354,2872,8080,1520,5866,1441,4137,1078,1954,754
중구,218,301,0,2,0,0,0,0,1,0,174,277,590,3087,930,8448,1694,25798,2177,9320,2587,3912,2999,3330,2613,3427,2484,3719,3054,3304,3383,2950,4109,2816,7041,2962,16559,3092,8738,2380,4433,1670,3445,1748,2586,1725,1238,1247
중구,274,903,0,0,0,0,0,0,4,0,1414,194,3082,1718,6976,3790,11054,12773,7619,7099,5714,3913,6122,3689,5895,3974,6497,4749,5656,4503,5603,5136,6672,6166,7062,7366,11088,9989,8500,8255,5355,5567,4417,5227,3461,5318,1913,3595
성동구,116,1846,0,0,0,0,0,0,3,0,2815,816,5975,6480,17202,8630,22159,11398,12855,6826,9158,5659,8699,5071,9423,5934,9247,7106,8030,7542,7991,8798,11638,10512,11388,13033,10538,18449,7000,15768,4764,10073,3922,9334,3255,9205,1361,6073
성동구,198,2388,0,0,0,0,0,0,7,0,4348,911,10967,2625,31483,5030,40882,9010,21113,7470,15172,5658,13625,5843,13238,7786,13468,8743,10665,9906,9700,11915,10151,14152,10149,17219,10819,25824,7169,22921,5224,14667,4658,13385,3986,14057,1445,8271
성동구,164,1197,0,10,0,0,0,0,1,0,2594,540,5398,3945,14541,7801,19629,17038,11576,12705,9047,8598,9066,8125,10542,8453,10370,8790,10017,7621,10092,7708,11651,8976,12035,10842,13084,15915,8615,13763,6124,8252,5316,7552,4525,7340,1630,4675
성동구,413,3999,0,32,0,0,0,0,5,0,9614,1029,16934,8325,50476,13121,67850,32859,35967,17563,23810,13806,21627,13923,22548,15748,22778,19079,20626,19788,20327,20969,23680,24538,27522,31074,33440,45888,20536,41011,13145,26276,11173,24073,8361,24294,4324,15755
동대문구,503,3932,0,67,0,0,0,0,6,0,6438,920,15455,9621,45641,19744,59822,64771,32038,28902,23825,20368,21682,21331,23535,21414,23376,25679,23135,23863,24592,23790,31045,27886,36720,33788,57990,47845,37849,44522,17658,28359,15274,24494,11924,23387,5356,15606
광진구,712,6631,4,1154,0,3,0,0,35,1,6745,809,10396,7079,32090,9150,44493,23534,20346,17229,14505,12404,13457,12893,14461,13916,15569,15958,13724,17685,13576,20017,14955,24448,17918,31935,22629,46497,14962,40836,11851,24588,11849,22350,10636,21596,5456,15171
광진구,397,3616,0,0,0,0,0,0,4,0,8021,1428,14451,6892,41828,13000,58389,28789,31656,21505,22870,21184,21530,19950,23957,21048,26950,21946,27379,21148,28998,23190,30194,26503,31236,31055,29996,44677,19147,38698,13691,24895,11912,22829,8807,21503,3475,14072
광진구,503,2674,0,0,0,0,0,0,2,0,4888,1747,13712,7860,37632,16559,49352,35187,28702,22852,20987,20197,20304,17180,22217,17784,23882,19464,22183,17904,23752,18992,28079,22151,29398,26422,32736,34794,18506,29660,13420,19998,12640,18426,10943,18462,3782,11177
강동구,567,7611,0,0,0,0,0,0,33,1,10232,1138,21582,12378,62955,18588,76325,31702,42975,22205,31267,18086,28861,17226,29124,18529,28864,20276,25871,20866,25562,24126,27143,28761,34582,34058,38424,47002,22890,46326,15761,30768,13714,28811,10342,28186,4390,20012
강동구,164,2449,0,0,0,0,0,0,4,0,4224,506,8509,3076,23178,5071,27235,13453,15498,9928,12660,8379,11342,7605,11646,8770,12258,9952,11572,10484,10086,12197,10762,14443,12285,18584,14329,24586,7796,23684,6580,14345,5447,12428,4188,10354,1720,7308
강동구,216,3458,0,0,0,0,0,0,1,0,5425,641,12603,2589,36009,6091,36570,12623,21082,9700,15958,8680,14811,8949,16334,9820,15818,11074,13412,12012,12862,13699,13220,16685,14433,21100,14893,28483,9017,29856,6988,17236,7906,16699,6280,16914,1847,11007
강동구,183,2896,0,2,0,0,0,0,6,1,4080,684,10820,4258,30476,6023,28417,11117,17505,8940,15276,8923,14557,8542,15456,8539,14499,9823,11492,11580,11487,12602,12713,15495,13391,19356,11158,25845,6704,28095,5425,15419,5647,13976,3296,13941,1086,9249
성북구,88,292,0,0,0,0,0,0,2,1,258,85,642,731,1366,2036,2615,3839,2615,2230,2234,1785,2290,1605,2505,1855,2817,2129,2436,2074,2546,2355,2821,2784,2601,2952,3028,3001,2106,2391,1522,1631,1315,1620,1286,1415,575,997
구로구,173,288,0,62,0,0,0,0,1,0,228,242,479,983,792,4054,1417,8894,1552,4571,1543,2902,1766,2581,2029,2896,2343,2957,2529,2774,2897,2689,3158,2319,4366,2315,5807,1898,3655,1240,2376,861,2328,745,1811,653,849,514
강남구,59,763,0,0,0,0,0,0,32,0,1065,1210,3316,5646,8603,14212,12859,24341,10855,17251,8963,7415,9196,8052,9943,7675,10393,9233,10267,8278,11398,8894,14287,10138,15423,11457,21605,13514,11408,12041,7359,7995,7203,7396,5495,7070,1634,4971
강남구,252,1539,1,0,0,0,0,0,34,1,2890,2925,6423,13721,22150,23461,33734,39240,23458,26097,24466,18523,18530,15006,22621,18289,21858,19437,17398,18816,22195,20295,26103,24294,29698,28037,39305,35105,20922,29342,19636,20650,15119,17119,15628,15563,9833,8005
송파구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강남구,85,1047,1,0,0,0,0,0,30,0,1306,667,2681,4388,6488,11472,9557,41363,8702,33809,7995,16698,8940,12570,9585,12894,11456,13877,11744,13689,13710,13340,14029,14156,17843,14700,38110,17409,21207,14039,12696,7809,11664,6167,8760,6300,3501,4033
강남구,663,3154,0,0,0,0,0,0,243,14,13712,3136,21927,10979,54303,21999,72880,38489,52281,33683,35357,32716,35681,34393,39009,34771,41744,37333,40239,35602,40901,42419,44753,43652,48976,49699,46251,62873,29171,57366,20173,39604,18263,40324,14865,34099,7930,23542
강동구,342,2887,0,160,0,0,0,0,0,0,3823,1339,12309,5392,31506,13865,27138,15994,16840,12599,14949,10502,15656,10943,17771,10191,15251,12753,14765,12202,16417,13009,20372,14764,18639,17173,15979,26140,9006,26426,6785,16261,6549,14153,5334,14577,1943,9769
강동구,83,3065,0,854,0,0,0,0,5,0,5228,2089,18178,12285,61615,8725,50380,13011,25833,8521,18481,6833,16183,7995,16541,8779,15138,9675,12968,11021,12928,13202,18034,16248,22346,19479,18214,30725,7713,34607,4811,22039,3459,18632,2326,17862,722,13616
강동구,301,1877,0,0,0,0,0,0,0,0,4635,689,12204,6638,32550,12894,36794,23252,20973,15540,16298,12409,15475,11899,16469,12427,17397,13935,16364,14583,16364,16755,17485,19019,20177,23407,23312,32089,14055,29878,9559,18601,9971,15821,7929,16217,2848,11117
송파구,56,701,0,0,0,0,0,0,0,0,1089,890,5353,5155,11508,9922,12120,16761,8385,12565,7181,10792,8018,11705,10017,14027,10578,16965,10439,16608,13878,16530,19462,16764,20559,13040,20602,13367,12337,11508,11283,6728,8737,5329,12903,4810,1905,3894
송파구,203,1603,0,0,0,0,0,0,3,0,2480,826,6586,3475,17738,8011,16766,20799,11974,11331,9874,8097,9067,7070,9919,8443,10452,9587,9673,9291,10049,10261,11165,12929,12160,16126,17917,19040,11626,17279,8477,10229,9127,8591,10704,7767,2363,5901
송파구,59,1086,0,0,0,0,0,0,9,0,1040,414,2836,1937,9537,7563,8636,17853,5893,6730,4756,3858,5013,3034,5427,3561,5308,4176,4619,3686,5157,4258,6844,5224,6364,5859,11822,6693,5505,7231,3881,4500,3308,4076,2689,4318,943,3284
송파구,116,2895,0,0,0,0,0,0,8,0,3133,749,7747,2761,24020,8519,21997,14735,13112,8941,11020,6453,11061,5382,11383,7137,10324,8061,8629,8369,9230,9321,9861,12195,12645,14723,13060,17593,7079,19692,5438,11642,4802,10949,4462,11497,1190,7082
송파구,120,2666,0,0,0,0,0,0,3,0,4222,316,8927,3153,27700,6396,23945,14814,15165,7466,12085,5455,10498,5174,10902,6353,10200,7418,8605,8022,8464,9494,10547,12600,10148,14496,12083,17801,5973,18473,4481,11747,4160,10980,2781,10965,1102,6389
송파구,56,2447,0,0,0,0,0,0,4,0,5596,232,7838,2433,22128,3560,21004,7415,11494,7672,8877,7233,7729,6091,8377,6072,8100,6664,7241,6417,7064,8393,7086,10340,7409,11506,7396,15502,3884,14486,2851,9552,2370,8599,1508,8409,563,5765
은평구,462,7543,0,3,0,0,0,0,0,0,11157,1268,22992,6606,65494,10229,77269,17903,44880,13643,30952,13482,28975,14599,29962,16968,28969,20235,24748,21013,23537,26978,24276,32754,25925,40240,24275,60018,16101,62002,12298,38085,10561,35287,8287,35891,4137,24846
은평구,96,1561,0,0,0,0,0,0,1,0,2077,248,4958,1943,14922,2983,14763,7537,8640,4887,6407,4425,6080,4392,6934,5228,6812,5513,5743,5884,5531,6184,5321,8584,5830,10660,5468,14658,3164,14271,2501,8758,1956,8055,1604,7638,668,6371
은평구,195,1516,0,0,0,0,0,0,3,1,1746,317,3705,1714,11373,4278,12224,7439,7683,8882,7053,7162,7734,7246,9361,8151,10642,8468,10828,8495,11513,9046,12819,10868,12767,11892,12526,15943,8918,14928,6846,8750,6745,6893,4624,7206,1670,5340
은평구,87,1607,0,0,0,0,0,0,7,1,2365,180,4338,1176,12515,1880,12856,3958,7264,5693,5026,5265,4308,3953,4448,3541,4848,3683,4490,3899,4348,4625,4870,5391,4029,6781,3735,9536,2131,10036,1380,6349,1102,6349,815,6325,387,4033
은평구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
은평구,188,1869,0,0,0,0,0,0,22,1,5138,156,11090,2375,28298,8138,32569,7765,20354,6028,14668,5584,13521,6208,14255,7209,13230,7976,11139,8658,12529,9562,13688,13007,11595,13531,11071,18282,6953,18948,4998,11245,4833,9228,4728,9323,1533,6820
은평구,362,4469,4,1193,0,0,0,0,0,0,9381,848,17645,5407,49527,11471,56559,18262,32349,17285,23532,11608,21412,12573,23004,13773,21269,16181,19300,16609,19284,19027,23608,25489,23859,31556,19619,41200,12356,40455,9894,27438,8939,23766,8238,25810,3242,17657
은평구,298,3784,0,591,0,0,0,0,50,2,7978,695,14499,4037,39395,5126,45073,11003,26471,9750,18774,9816,16265,8924,16469,10604,16651,10937,14676,13027,13549,15429,14586,21304,14917,24886,14907,34478,9887,32732,7359,21548,5853,19485,5753,20414,2441,13690
은평구,676,4470,1,425,0,0,0,0,82,0,5585,2379,13491,10570,37969,26736,43874,72858,26957,28813,18016,14230,16126,12138,16718,13942,16556,15213,15291,15768,16171,17046,18407,21067,27002,25708,49214,34924,26058,33409,13775,20598,12558,19556,9811,18766,4340,12996
마포구,474,659,1,3,0,0,0,0,1,0,1028,1146,2564,2868,8460,5962,10105,18738,6704,24234,7685,38850,11571,48088,18103,41836,24517,48749,34102,53344,44881,43766,56430,33550,62896,23922,51662,19625,33225,14553,20287,7891,16444,5840,12759,4944,3924,3192
마포구,522,2869,0,3,0,0,0,0,28,3,7047,2533,13017,10264,35664,14050,45868,32981,29399,17637,20367,12935,19384,13589,19344,15475,19767,17534,18855,17403,19780,18471,24192,22176,26241,24454,35241,31243,21358,27727,13905,19424,13665,16874,10494,17690,4977,11521
마포구,824,2466,0,0,0,0,0,0,3,0,5758,948,9815,4935,27581,8205,38304,27904,24339,25149,18552,17923,17836,18113,19326,23267,21567,25041,20902,26489,21277,27510,23121,32553,25608,33609,34496,42533,23377,36370,18052,20697,17829,17074,14458,17090,7163,11312
마포구,2298,2931,0,8,0,0,0,0,24,0,4415,1605,7266,8027,16535,16344,24558,36246,18638,23131,15780,17436,17320,16905,19050,19321,21155,21924,21810,22186,24086,22302,27352,26215,33159,31387,46093,42026,35833,34302,29427,19147,32739,15159,30934,15561,17222,11968
마포구,2373,2015,0,1,0,0,0,0,6,0,4099,1076,5588,3372,10470,6181,14436,26810,9318,29005,7608,21028,8155,18849,10398,20756,13892,23901,14617,20389,15968,19817,18722,22902,23669,28621,30773,37857,23202,31236,21933,17857,26393,14346,29387,11983,19345,9433
마포구,384,1590,0,0,0,0,0,0,3,2,2658,1432,6343,5548,17148,19354,23389,34246,16197,18453,13339,12565,13966,10367,15574,10529,15056,11344,13379,11358,14633,11899,15658,13815,20194,15402,27858,20005,14988,18067,10975,11261,10371,10545,8153,9903,3500,6736
마포구,791,2007,2,4,0,0,0,0,18,0,2283,1368,5226,5068,12976,13811,18662,34851,12786,16911,10161,14288,10333,11376,11498,12012,13100,13211,12065,12010,12161,10942,17621,13089,19430,14856,24785,19872,13460,15775,10129,9825,11920,8798,11168,8900,5290,7238
용산구,600,1359,0,0,0,0,0,0,5,0,1741,946,3097,4738,6450,12215,11219,23617,9156,10637,7742,7767,9615,8308,11544,8886,13928,9599,13876,8006,14577,8095,17042,8560,21469,9264,26419,10871,14120,8663,10243,6395,10168,6898,8730,7894,4741,5778
영등포구,436,815,0,0,0,0,0,0,9,0,1585,1618,2695,8425,5362,25803,7794,53904,6175,15963,5997,14538,7864,14600,10558,17614,12256,23089,15173,25687,19985,28124,27448,30037,35968,31999,60294,34943,38893,25417,35965,14215,37457,8597,27385,5012,10325,2793
